BRAND,MODEL,VARIANT,MANUFACTURING YEAR,FUEL_TYPE_CLEAN,TRANSMISSION_TYPE,VEHICLE_CATEGORY,PRICE(INR),PRICE_SEGMENT,SEATING CAPACITY,DISPLACEMENT,HORSEPOWER,TORQUE(LB.FT),MILEAGE(km/L),MAX DISTANCE(FULL TANK),LENGTH_MM,WIDTH_MM,HEIGHT_MM,AIRBAGS,CHILD_LOCK,SERVICE_COST_NUM,SAFETY_SCORE,COMFORT_SCORE,TECH_SCORE,PERFORMANCE_SCORE,NUMBER OF CYLINDERS,DRIVETRAIN,TARGET
Mahindra,Marazzo,M2,2019,Diesel,Manual/Auto,MPV,1040000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2019,Diesel,Manual/Auto,MPV,1165000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2019,Diesel,Manual/Auto,MPV,1345000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2020,Diesel,Manual/Auto,MPV,1090000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2020,Diesel,Manual/Auto,MPV,1220000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2020,Diesel,Manual/Auto,MPV,1410000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2021,Diesel,Manual/Auto,MPV,1145000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2021,Diesel,Manual/Auto,MPV,1285000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2021,Diesel,Manual/Auto,MPV,1485000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2022,Diesel,Manual/Auto,MPV,1205000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2022,Diesel,Manual/Auto,MPV,1355000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2022,Diesel,Manual/Auto,MPV,1565000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2023,Diesel,Manual/Auto,MPV,1275000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2023,Diesel,Manual/Auto,MPV,1435000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2023,Diesel,Manual/Auto,MPV,1660000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2024,Diesel,Manual/Auto,MPV,1355000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2024,Diesel,Manual/Auto,MPV,1530000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2024,Diesel,Manual/Auto,MPV,1775000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M2,2025,Diesel,Manual/Auto,MPV,1450000,Value,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,2,1,10250,2,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M6,2025,Diesel,Manual/Auto,MPV,1640000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,3,3,3,4,FWD,Mahindra Marazzo
Mahindra,Marazzo,M8,2025,Diesel,Manual/Auto,MPV,1910000,Mid-Range,7,1497,123,300,17.0,680.0,4585.0,1867.0,1727.0,4,1,10250,3,4,4,3,4,FWD,Mahindra Marazzo
Porsche,Cayenne,Base,2018,Petrol,Automatic,SUV,7200000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2018,Petrol,Automatic,SUV,9400000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2018,Petrol,Automatic,SUV,10700000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2018,Petrol,Automatic,SUV,12700000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2019,Petrol,Automatic,SUV,7700000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2019,Petrol,Automatic,SUV,9900000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2019,Petrol,Automatic,SUV,11200000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2019,Petrol,Automatic,SUV,13200000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2019,Hybrid,Automatic,SUV,10200000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2020,Petrol,Automatic,SUV,8300000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2020,Petrol,Automatic,SUV,10500000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2020,Petrol,Automatic,SUV,11800000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2020,Petrol,Automatic,SUV,13800000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2020,Hybrid,Automatic,SUV,10800000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2021,Petrol,Automatic,SUV,8900000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2021,Petrol,Automatic,SUV,11100000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2021,Petrol,Automatic,SUV,12400000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2021,Petrol,Automatic,SUV,14400000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2021,Hybrid,Automatic,SUV,11400000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2022,Petrol,Automatic,SUV,9600000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2022,Petrol,Automatic,SUV,11800000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2022,Petrol,Automatic,SUV,13100000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2022,Petrol,Automatic,SUV,15100000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2022,Hybrid,Automatic,SUV,12100000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2023,Petrol,Automatic,SUV,10500000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2023,Petrol,Automatic,SUV,12700000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2023,Petrol,Automatic,SUV,14000000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2023,Petrol,Automatic,SUV,16000000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2023,Hybrid,Automatic,SUV,13000000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2024,Petrol,Automatic,SUV,11500000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2024,Petrol,Automatic,SUV,13700000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2024,Petrol,Automatic,SUV,15000000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2024,Petrol,Automatic,SUV,17000000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2024,Hybrid,Automatic,SUV,14000000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,Base,2025,Petrol,Automatic,SUV,12600000,Luxury,5,2995,340,450,11.5,598.0,4918.0,1983.0,1696.0,8,1,45000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,S,2025,Petrol,Automatic,SUV,14800000,Luxury,5,2894,440,550,10.2,536.0,4918.0,1983.0,1696.0,8,1,49000,4,5,4,5,6,AWD,Porsche Cayenne
Porsche,Cayenne,GTS,2025,Petrol,Automatic,SUV,16100000,Luxury,5,3996,460,620,9.5,499.0,4918.0,1983.0,1696.0,8,1,52500,4,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,Turbo,2025,Petrol,Automatic,SUV,18100000,Luxury,5,3996,550,770,8.8,462.0,4918.0,1983.0,1696.0,8,1,57500,5,5,4,5,8,AWD,Porsche Cayenne
Porsche,Cayenne,E-Hybrid,2025,Hybrid,Automatic,SUV,15100000,Luxury,5,2995,462,516,40.0,80.0,4918.0,1983.0,1696.0,8,1,49000,4,5,5,5,6,AWD,Porsche Cayenne
Porsche,Macan,Base,2018,Petrol,Automatic,SUV,6900000,Premium,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2018,Petrol,Automatic,SUV,8400000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2018,Petrol,Automatic,SUV,9400000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2018,Petrol,Automatic,SUV,10400000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2019,Petrol,Automatic,SUV,7400000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2019,Petrol,Automatic,SUV,8900000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2019,Petrol,Automatic,SUV,9900000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2019,Petrol,Automatic,SUV,10900000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2020,Petrol,Automatic,SUV,7900000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2020,Petrol,Automatic,SUV,9400000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2020,Petrol,Automatic,SUV,10400000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2020,Petrol,Automatic,SUV,11400000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2021,Petrol,Automatic,SUV,8500000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2021,Petrol,Automatic,SUV,10000000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2021,Petrol,Automatic,SUV,11000000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2021,Petrol,Automatic,SUV,12000000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2022,Petrol,Automatic,SUV,9200000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2022,Petrol,Automatic,SUV,10700000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2022,Petrol,Automatic,SUV,11700000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2022,Petrol,Automatic,SUV,12700000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2023,Petrol,Automatic,SUV,9900000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2023,Petrol,Automatic,SUV,11400000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2023,Petrol,Automatic,SUV,12400000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2023,Petrol,Automatic,SUV,13400000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Base,2024,Petrol,Automatic,SUV,10800000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2024,Petrol,Automatic,SUV,12300000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2024,Petrol,Automatic,SUV,13300000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2024,Petrol,Automatic,SUV,14300000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,4 Electric,2024,Electric,Automatic,SUV,9900000,Luxury,5,0,408,660,2049000.0,613.0,4784.0,1938.0,1622.0,8,1,45000,4,5,5,5,0,AWD,Porsche Macan
Porsche,Macan,Base,2025,Petrol,Automatic,SUV,11800000,Luxury,5,1984,261,380,11.5,460.0,4681.0,1928.0,1624.0,4,1,40000,4,5,4,5,4,AWD,Porsche Macan
Porsche,Macan,S,2025,Petrol,Automatic,SUV,13300000,Luxury,5,2995,380,480,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,GTS,2025,Petrol,Automatic,SUV,14300000,Luxury,5,2995,440,550,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,Turbo,2025,Petrol,Automatic,SUV,15300000,Luxury,5,2995,440,600,10.8,432.0,4681.0,1928.0,1624.0,6,1,40000,4,5,4,5,6,AWD,Porsche Macan
Porsche,Macan,4 Electric,2025,Electric,Automatic,SUV,10400000,Luxury,5,0,408,660,2049000.0,613.0,4784.0,1938.0,1622.0,8,1,45000,4,5,5,5,0,AWD,Porsche Macan
Porsche,911,Carrera,2018,Petrol,Automatic,Sports/Specialty,10500000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2018,Petrol,Automatic,Sports/Specialty,13000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2018,Petrol,Automatic,Sports/Specialty,14000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2018,Petrol,Automatic,Sports/Specialty,17500000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2019,Petrol,Automatic,Sports/Specialty,11000000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2019,Petrol,Automatic,Sports/Specialty,13500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2019,Petrol,Automatic,Sports/Specialty,14500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2019,Petrol,Automatic,Sports/Specialty,18000000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2020,Petrol,Automatic,Sports/Specialty,11500000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2020,Petrol,Automatic,Sports/Specialty,14000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2020,Petrol,Automatic,Sports/Specialty,15000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2020,Petrol,Automatic,Sports/Specialty,18500000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2021,Petrol,Automatic,Sports/Specialty,12000000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2021,Petrol,Automatic,Sports/Specialty,14500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2021,Petrol,Automatic,Sports/Specialty,15500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2021,Petrol,Automatic,Sports/Specialty,19000000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2022,Petrol,Automatic,Sports/Specialty,12500000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2022,Petrol,Automatic,Sports/Specialty,15000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2022,Petrol,Automatic,Sports/Specialty,16000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2022,Petrol,Automatic,Sports/Specialty,19500000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2023,Petrol,Automatic,Sports/Specialty,13000000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2023,Petrol,Automatic,Sports/Specialty,15500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2023,Petrol,Automatic,Sports/Specialty,16500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2023,Petrol,Automatic,Sports/Specialty,20000000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2024,Petrol,Automatic,Sports/Specialty,13500000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2024,Petrol,Automatic,Sports/Specialty,16000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2024,Petrol,Automatic,Sports/Specialty,17000000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2024,Petrol,Automatic,Sports/Specialty,20500000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera,2025,Petrol,Automatic,Sports/Specialty,14000000,Luxury,4,2981,385,450,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera S,2025,Petrol,Automatic,Sports/Specialty,16500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,911,Carrera 4S,2025,Petrol,Automatic,Sports/Specialty,17500000,Luxury,4,2981,450,530,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,AWD,Porsche 911
Porsche,911,Turbo S,2025,Petrol,Automatic,Sports/Specialty,21000000,Luxury,4,2981,650,800,12.5,563.0,4519.0,1852.0,1300.0,4,1,65000,4,4,4,5,6,RWD,Porsche 911
Porsche,Panamera,4,2018,Petrol,Automatic,Sedan,14500000,Luxury,4,2894,440,550,12.0,588.0,5049.0,1932.0,1423.0,4,1,57500,4,5,4,5,6,AWD,Porsche Panamera
Porsche,Panamera,Turbo S,2018,Petrol,Automatic,Sedan,22000000,Luxury,4,3996,620,820,10.5,515.0,5049.0,1932.0,1423.0,4,1,70000,5,5,4,5,8,AWD,Porsche Panamera
Porsche,Panamera,4,2019,Petrol,Automatic,Sedan,14900000,Luxury,4,2894,440,550,12.0,588.0,5049.0,1932.0,1423.0,4,1,57500,4,5,4,5,6,AWD,Porsche Panamera
Porsche,Panamera,Turbo S,2019,Petrol,Automatic,Sedan,22400000,Luxury,4,3996,620,820,10.5,515.0,5049.0,1932.0,1423.0,4,1,70000,5,5,4,5,8,AWD,Porsche Panamera
Porsche,Panamera,4,2020,Petrol,Automatic,Sedan,15300000,Luxury,4,2894,440,550,12.0,588.0,5049.0,1932.0,1423.0,4,1,57500,4,5,4,5,6,AWD,Porsche Panamera
Porsche,Panamera,Turbo S,2020,Petrol,Automatic,Sedan,22800000,Luxury,4,3996,620,820,10.5,515.0,5049.0,1932.0,1423.0,4,1,70000,5,5,4,5,8,AWD,Porsche Panamera
